plant_id,plant_label,timestamp_hour,generation_ac_kw,generation_dc_kw,ambient_temperature_c,module_temperature_c,irradiation,plant_peak_reference_kw,capacity_factor,hour_sin,hour_cos
4135001,Plant_1,2020-05-18 03:00:00,0.0,0.0,21.342248533333333,20.76537223333333,0.0,27610.891,0.0,0.7071067811865475,0.7071067811865476
4136001,Plant_2,2020-05-18 03:00:00,0.0,0.0,24.772977652586206,24.407783630747126,3.192229678160919e-05,20427.251,0.0,0.7071067811865475,0.7071067811865476
4135001,Plant_1,2020-05-18 04:00:00,0.0,0.0,21.161303357142856,20.12031880119048,0.0,27610.891,0.0,0.8660254037844386,0.5000000000000001
4136001,Plant_2,2020-05-18 04:00:00,0.0,0.0,22.275082941954025,22.01598272270115,7.709379521665e-05,20427.251,0.0,0.8660254037844386,0.5000000000000001
4135001,Plant_1,2020-05-18 05:00:00,0.0,0.0,21.146922449999998,19.957759616666667,0.000129991415833325,27610.891,0.0,0.9659258262890683,0.25881904510252074
4136001,Plant_2,2020-05-18 05:00:00,0.0,0.0,21.358448960344834,21.1806569841954,6.949939163793102e-06,20427.251,0.0,0.9659258262890683,0.25881904510252074
4135001,Plant_1,2020-05-18 06:00:00,1253.0294643197499,12914.10714305,21.505703271428573,21.206793042857143,0.042866835285238075,27610.891,0.04538171058368779,1.0,6.123233995736766e-17
4136001,Plant_2,2020-05-18 06:00:00,0.0,0.0,21.86668776867816,21.225791750287353,0.001526716593856,20427.251,0.0,1.0,6.123233995736766e-17
4135001,Plant_1,2020-05-18 07:00:00,5165.076785775,52668.316964000005,22.459750416666665,26.47023108333333,0.16711463099999999,27610.891,0.18706664648290414,0.9659258262890683,-0.25881904510252063
4136001,Plant_2,2020-05-18 07:00:00,560.1733333333334,579.2203571428572,22.76378236465517,22.00621331781609,0.01942963168160915,20427.251,0.027422844774039022,0.9659258262890683,-0.25881904510252063
4135001,Plant_1,2020-05-18 08:00:00,3438.9758928749998,35185.272320749995,23.406023174999998,26.899411533333332,0.10386008539404758,27610.891,0.12455142765494238,0.8660254037844387,-0.4999999999999998
4136001,Plant_2,2020-05-18 08:00:00,7976.8338095238105,8132.165833333333,24.781814083620688,28.702566202586205,0.25169166867931037,20427.251,0.3904996227599989,0.8660254037844387,-0.4999999999999998
4135001,Plant_1,2020-05-18 09:00:00,3503.555803525,35815.709821,23.757182816666663,27.298904366666665,0.10537978321666665,27610.891,0.1268903565453574,0.7071067811865476,-0.7071067811865475
4136001,Plant_2,2020-05-18 09:00:00,15253.700357142858,15582.223690476188,27.151274472413792,37.387678665229885,0.5443857306465517,20427.251,0.7467328989663297,0.7071067811865476,-0.7071067811865475
4135001,Plant_1,2020-05-18 10:00:00,6910.933928575,70465.79017825,24.01112490595238,28.96312941547619,0.20958487426666667,27610.891,0.250297389119931,0.49999999999999994,-0.8660254037844387
4136001,Plant_2,2020-05-18 10:00:00,13666.079642857143,13965.503095238095,28.14967595028736,39.45058857816092,0.5649784911609195,20427.251,0.6690121760807238,0.49999999999999994,-0.8660254037844387
4135001,Plant_1,2020-05-18 11:00:00,13432.91875005,137114.0401795,25.126056416666664,38.40726119999999,0.42150088016666665,27610.891,0.48650797795876993,0.258819045102521,-0.9659258262890682
4136001,Plant_2,2020-05-18 11:00:00,16897.657976190476,17298.63095238095,29.36219872212644,44.81486569856322,0.7523349639712643,20427.251,0.8272115506971778,0.258819045102521,-0.9659258262890682
4135001,Plant_1,2020-05-18 12:00:00,17865.01026785,182556.72321425,26.44752098333333,44.38732865,0.577475432,27610.891,0.6470276626657938,1.2246467991473532e-16,-1.0
4136001,Plant_2,2020-05-18 12:00:00,16110.467976190475,16512.87476190476,30.396107962068964,49.042969565229875,0.8283207015316092,20427.251,0.7886752836292301,1.2246467991473532e-16,-1.0
4135001,Plant_1,2020-05-18 13:00:00,22601.800892875,231447.5044655,27.343820420238092,47.82486024404762,0.7671310242380952,27610.891,0.8185828154866498,-0.2588190451025208,-0.9659258262890683
4136001,Plant_2,2020-05-18 13:00:00,15531.089166666668,15915.179047619049,31.615798626436785,49.09049890804597,0.8063493197327585,20427.251,0.7603122498796665,-0.2588190451025208,-0.9659258262890683
4135001,Plant_1,2020-05-18 14:00:00,14792.533482025,151118.61606975,27.673273199999997,43.68171495,0.48995834299999996,27610.891,0.5357499503375316,-0.4999999999999997,-0.8660254037844388
4136001,Plant_2,2020-05-18 14:00:00,16697.927023809523,17080.85,33.110959745689655,50.198058029310346,0.720863695704023,20427.251,0.8174338790769998,-0.4999999999999997,-0.8660254037844388
4135001,Plant_1,2020-05-18 15:00:00,16316.691964325,166665.67857125,27.475132788095237,42.912243978571425,0.531226582,27610.891,0.5909513012211377,-0.7071067811865471,-0.7071067811865479
4136001,Plant_2,2020-05-18 15:00:00,13293.605952380953,13571.254880952381,33.65914666896552,44.81929476494252,0.44915767814080465,20427.251,0.6507780196356795,-0.7071067811865471,-0.7071067811865479
4135001,Plant_1,2020-05-18 16:00:00,9050.29107145,92227.2142855,27.395660899999996,36.44824796666666,0.29153992883333335,27610.891,0.3277797544255272,-0.8660254037844384,-0.5000000000000004
4136001,Plant_2,2020-05-18 16:00:00,9839.00107142857,10034.286785714285,33.553339800287354,40.47304616063218,0.30944061093678155,20427.251,0.48166055586376116,-0.8660254037844384,-0.5000000000000004
